forward_joules,forward_time,forward_flops,forward_backward_optimizer_joules,forward_backward_optimizer_time,forward_backward_optimizer_flops,forward_backward_joules,forward_backward_time,forward_backward_flops,num_trainable_parameters,model_name,input_length,batch_size,rank,rep
1357.24297,4.307,,3232.18871,10.498,,,,,2818048,meta-llama/Llama-3.2-1B,256,8,4,7
1370.31027,4.305,,3215.34035,10.463,,,,,1409024,meta-llama/Llama-3.2-1B,256,8,2,7
1369.49793,4.204,,3155.27944,10.094,,,,,704512,meta-llama/Llama-3.2-1B,256,8,1,7
605.05404,1.896,,2675.2255,9.456,,,,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,7
903.63242,2.968,,2893.01367,9.826,,,,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,7
792.94312,2.641,,2247.21255,8.036,,,,,360710144,meta-llama/Llama-3.2-1B,256,4,512,7
731.09248,2.517,,1985.71662,7.854,,,,,180355072,meta-llama/Llama-3.2-1B,256,4,256,7
700.18765,2.471,,1811.65363,7.738,,,,,90177536,meta-llama/Llama-3.2-1B,256,4,128,7
696.62227,2.531,,1815.45348,8.053,,,,,45088768,meta-llama/Llama-3.2-1B,256,4,64,7
707.14065,2.529,,1780.78655,8.114,,,,,22544384,meta-llama/Llama-3.2-1B,256,4,32,7
697.1367,2.513,,1782.85573,8.043,,,,,11272192,meta-llama/Llama-3.2-1B,256,4,16,7
697.78406,2.547,,1735.07598,7.934,,,,,5636096,meta-llama/Llama-3.2-1B,256,4,8,7
705.50321,2.56,,1784.07985,8.262,,,,,2818048,meta-llama/Llama-3.2-1B,256,4,4,7
699.06373,2.522,,1783.42084,8.198,,,,,1409024,meta-llama/Llama-3.2-1B,256,4,2,7
691.11042,2.404,,1760.7157,8.023,,,,,704512,meta-llama/Llama-3.2-1B,256,4,1,7
788.13965,2.647,,2682.18219,9.024,,,,,355412057,FacebookAI/roberta-large,256,16,-1,7
1097.72281,3.866,,3000.39567,9.789,,,,,201326592,FacebookAI/roberta-large,256,16,1024,7
979.86061,3.434,,2507.10854,8.262,,,,,100663296,FacebookAI/roberta-large,256,16,512,7
920.91772,3.226,,2336.08872,8.517,,,,,50331648,FacebookAI/roberta-large,256,16,256,7
893.31862,3.155,,2186.9402,8.225,,,,,25165824,FacebookAI/roberta-large,256,16,128,7
868.44805,3.096,,2177.70362,8.421,,,,,12582912,FacebookAI/roberta-large,256,16,64,7
874.57691,3.054,,2050.08588,7.244,,,,,6291456,FacebookAI/roberta-large,256,16,32,7
892.6744,3.057,,2165.16375,8.561,,,,,3145728,FacebookAI/roberta-large,256,16,16,7
869.08959,3.058,,2093.81428,7.544,,,,,1572864,FacebookAI/roberta-large,256,16,8,7
873.78552,3.093,,2119.48139,7.81,,,,,786432,FacebookAI/roberta-large,256,16,4,7
882.82703,3.089,,2131.11344,8.653,,,,,393216,FacebookAI/roberta-large,256,16,2,7
872.32096,2.987,,2083.41492,8.214,,,,,196608,FacebookAI/roberta-large,256,16,1,7
552.45922,1.798,,2034.38267,7.18,,,,,355412057,FacebookAI/roberta-large,256,12,-1,7
786.51619,2.491,,2285.73091,8.068,,,,,201326592,FacebookAI/roberta-large,256,12,1024,7
701.19076,2.321,,1982.6865,8.314,,,,,100663296,FacebookAI/roberta-large,256,12,512,7
679.19659,2.307,,1849.694,8.324,,,,,50331648,FacebookAI/roberta-large,256,12,256,7
663.84822,2.349,,1788.27145,8.479,,,,,25165824,FacebookAI/roberta-large,256,12,128,7
649.74049,2.363,,1737.58433,8.498,,,,,12582912,FacebookAI/roberta-large,256,12,64,7
642.6681,2.352,,1751.90252,8.51,,,,,6291456,FacebookAI/roberta-large,256,12,32,7
646.66545,2.359,,1719.24934,7.997,,,,,3145728,FacebookAI/roberta-large,256,12,16,7
648.59288,2.36,,1548.46888,6.223,,,,,1572864,FacebookAI/roberta-large,256,12,8,7
650.80591,2.431,,1805.9419,8.657,,,,,786432,FacebookAI/roberta-large,256,12,4,7
646.44859,2.424,,1711.52384,8.718,,,,,393216,FacebookAI/roberta-large,256,12,2,7
649.9728,2.351,,1711.31429,8.423,,,,,196608,FacebookAI/roberta-large,256,12,1,7
385.26679,1.416,,1572.74304,7.11,,,,,355412057,FacebookAI/roberta-large,256,8,-1,7
538.23066,2.118,,1776.72781,8.414,,,,,201326592,FacebookAI/roberta-large,256,8,1024,7
502.86158,2.12,,1595.09844,8.402,,,,,100663296,FacebookAI/roberta-large,256,8,512,7
478.37738,2.131,,1424.8607,8.199,,,,,50331648,FacebookAI/roberta-large,256,8,256,7
470.08445,2.144,,1402.28269,8.46,,,,,25165824,FacebookAI/roberta-large,256,8,128,7
455.53209,2.159,,1347.24779,8.816,,,,,12582912,FacebookAI/roberta-large,256,8,64,7
456.9227,2.136,,1312.3338,8.509,,,,,6291456,FacebookAI/roberta-large,256,8,32,7
452.13173,2.111,,1315.08301,8.178,,,,,3145728,FacebookAI/roberta-large,256,8,16,7
453.00964,2.147,,1269.24249,7.696,,,,,1572864,FacebookAI/roberta-large,256,8,8,7
464.48473,2.224,,1285.62533,7.42,,,,,786432,FacebookAI/roberta-large,256,8,4,7
467.35652,2.23,,1201.45205,7.093,,,,,393216,FacebookAI/roberta-large,256,8,2,7
450.85441,2.137,,1186.48989,6.404,,,,,196608,FacebookAI/roberta-large,256,8,1,7
222.36256,1.196,,1124.16526,6.955,,,,,355412057,FacebookAI/roberta-large,256,4,-1,7
336.33228,1.973,,1244.28556,8.274,,,,,201326592,FacebookAI/roberta-large,256,4,1024,7
320.73962,1.991,,994.43119,7.469,,,,,100663296,FacebookAI/roberta-large,256,4,512,7
306.01737,1.978,,932.03596,7.573,,,,,50331648,FacebookAI/roberta-large,256,4,256,7
294.37428,1.975,,795.87525,8.208,,,,,25165824,FacebookAI/roberta-large,256,4,128,7
292.15291,1.963,,737.93502,8.184,,,,,12582912,FacebookAI/roberta-large,256,4,64,7
301.35243,2.019,,775.51118,9.235,,,,,6291456,FacebookAI/roberta-large,256,4,32,7
300.86739,1.997,,760.97289,8.837,,,,,3145728,FacebookAI/roberta-large,256,4,16,7
289.21437,1.936,,791.64756,8.916,,,,,1572864,FacebookAI/roberta-large,256,4,8,7
304.08652,2.07,,784.39949,8.588,,,,,786432,FacebookAI/roberta-large,256,4,4,7
307.69445,2.065,,859.98251,7.404,,,,,393216,FacebookAI/roberta-large,256,4,2,7
297.3254,1.986,,712.04665,7.681,,,,,196608,FacebookAI/roberta-large,256,4,1,7
2373.46703,6.529,,8026.35595,22.554,,,,,1235814400,meta-llama/Llama-3.2-1B,256,16,-1,8
3567.69939,10.243,,10034.19364,27.794,,,,,721420288,meta-llama/Llama-3.2-1B,256,16,1024,8
3107.24686,8.937,,8199.30551,23.102,,,,,360710144,meta-llama/Llama-3.2-1B,256,16,512,8
2918.7493,8.431,,7311.77295,20.876,,,,,180355072,meta-llama/Llama-3.2-1B,256,16,256,8
2848.63582,8.293,,6898.15393,20.123,,,,,90177536,meta-llama/Llama-3.2-1B,256,16,128,8
2797.58121,8.146,,6614.78678,19.623,,,,,45088768,meta-llama/Llama-3.2-1B,256,16,64,8
2760.48908,8.044,,6539.14511,19.384,,,,,22544384,meta-llama/Llama-3.2-1B,256,16,32,8
2746.35681,8.044,,6586.94572,19.558,,,,,11272192,meta-llama/Llama-3.2-1B,256,16,16,8
2752.9043,8.043,,6543.12307,19.455,,,,,5636096,meta-llama/Llama-3.2-1B,256,16,8,8
2796.70255,8.19,,6637.33365,19.797,,,,,2818048,meta-llama/Llama-3.2-1B,256,16,4,8
2780.17532,8.195,,6628.01722,19.753,,,,,1409024,meta-llama/Llama-3.2-1B,256,16,2,8
2779.00949,8.03,,6520.85961,19.135,,,,,704512,meta-llama/Llama-3.2-1B,256,16,1,8
1817.10806,4.896,,6234.73395,17.933,,,,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,8
2636.91502,7.352,,7492.29046,20.904,,,,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,8
2338.60953,6.646,,6092.44035,17.516,,,,,360710144,meta-llama/Llama-3.2-1B,256,12,512,8
2196.71223,6.357,,5450.6821,15.794,,,,,180355072,meta-llama/Llama-3.2-1B,256,12,256,8
2117.86148,6.228,,5099.26583,15.136,,,,,90177536,meta-llama/Llama-3.2-1B,256,12,128,8
2073.03155,6.115,,4923.46283,14.77,,,,,45088768,meta-llama/Llama-3.2-1B,256,12,64,8
2051.03162,6.074,,4820.07693,14.613,,,,,22544384,meta-llama/Llama-3.2-1B,256,12,32,8
2080.82219,6.065,,4843.14357,14.799,,,,,11272192,meta-llama/Llama-3.2-1B,256,12,16,8
2003.71274,6.063,,4804.20867,14.675,,,,,5636096,meta-llama/Llama-3.2-1B,256,12,8,8
2053.27414,6.141,,4861.62524,14.858,,,,,2818048,meta-llama/Llama-3.2-1B,256,12,4,8
2062.45761,6.138,,4843.25916,14.803,,,,,1409024,meta-llama/Llama-3.2-1B,256,12,2,8
2062.44833,6.048,,4789.99899,14.393,,,,,704512,meta-llama/Llama-3.2-1B,256,12,1,8
1194.12828,3.413,,4459.49394,13.698,,,,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,8
1737.45008,5.366,,5174.31837,15.677,,,,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,8
1544.30317,4.768,,4124.89321,12.894,,,,,360710144,meta-llama/Llama-3.2-1B,256,8,512,8
1467.577,4.474,,3635.45934,11.375,,,,,180355072,meta-llama/Llama-3.2-1B,256,8,256,8
1400.42641,4.375,,3373.33717,10.761,,,,,90177536,meta-llama/Llama-3.2-1B,256,8,128,8
1382.61984,4.307,,3243.49169,10.47,,,,,45088768,meta-llama/Llama-3.2-1B,256,8,64,8
1353.26735,4.272,,3208.1983,10.353,,,,,22544384,meta-llama/Llama-3.2-1B,256,8,32,8
1361.07219,4.286,,3206.42592,10.471,,,,,11272192,meta-llama/Llama-3.2-1B,256,8,16,8
1366.16483,4.262,,3199.39307,10.373,,,,,5636096,meta-llama/Llama-3.2-1B,256,8,8,8
1363.93598,4.313,,3237.91711,10.541,,,,,2818048,meta-llama/Llama-3.2-1B,256,8,4,8
1361.69976,4.31,,3202.31772,10.511,,,,,1409024,meta-llama/Llama-3.2-1B,256,8,2,8
1381.81876,4.252,,3134.17962,10.129,,,,,704512,meta-llama/Llama-3.2-1B,256,8,1,8
610.74095,1.901,,2730.62118,9.78,,,,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,8
908.11815,2.965,,2908.03602,9.9,,,,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,8
784.92805,2.632,,2250.94901,8.145,,,,,360710144,meta-llama/Llama-3.2-1B,256,4,512,8
736.18504,2.521,,1962.79196,7.76,,,,,180355072,meta-llama/Llama-3.2-1B,256,4,256,8
701.83474,2.482,,1773.98708,7.903,,,,,90177536,meta-llama/Llama-3.2-1B,256,4,128,8
702.71366,2.533,,1829.38049,7.938,,,,,45088768,meta-llama/Llama-3.2-1B,256,4,64,8
698.39153,2.504,,1805.41088,8.088,,,,,22544384,meta-llama/Llama-3.2-1B,256,4,32,8
684.16569,2.484,,1779.38497,8.199,,,,,11272192,meta-llama/Llama-3.2-1B,256,4,16,8
700.94028,2.522,,1762.75756,8.166,,,,,5636096,meta-llama/Llama-3.2-1B,256,4,8,8
692.59877,2.519,,1812.84848,8.401,,,,,2818048,meta-llama/Llama-3.2-1B,256,4,4,8
703.81531,2.532,,1794.35125,8.312,,,,,1409024,meta-llama/Llama-3.2-1B,256,4,2,8
702.38898,2.451,,1771.28734,8.102,,,,,704512,meta-llama/Llama-3.2-1B,256,4,1,8
786.84622,2.655,,2783.97828,9.036,,,,,355412057,FacebookAI/roberta-large,256,16,-1,8
1095.40923,3.872,,2965.14167,9.804,,,,,201326592,FacebookAI/roberta-large,256,16,1024,8
971.37405,3.428,,2503.47751,8.313,,,,,100663296,FacebookAI/roberta-large,256,16,512,8
908.15461,3.205,,2287.86638,8.398,,,,,50331648,FacebookAI/roberta-large,256,16,256,8
886.192,3.156,,2188.39701,8.373,,,,,25165824,FacebookAI/roberta-large,256,16,128,8
882.7941,3.081,,2054.15571,7.091,,,,,12582912,FacebookAI/roberta-large,256,16,64,8
860.53953,3.049,,2134.24747,8.47,,,,,6291456,FacebookAI/roberta-large,256,16,32,8
873.55856,3.054,,2153.58871,8.574,,,,,3145728,FacebookAI/roberta-large,256,16,16,8
869.01184,3.061,,2162.02522,8.537,,,,,1572864,FacebookAI/roberta-large,256,16,8,8
882.06268,3.099,,2103.46469,8.567,,,,,786432,FacebookAI/roberta-large,256,16,4,8
877.91757,3.087,,2114.65257,8.605,,,,,393216,FacebookAI/roberta-large,256,16,2,8
860.99724,2.99,,2097.58754,8.41,,,,,196608,FacebookAI/roberta-large,256,16,1,8
561.96966,1.795,,2004.87078,6.82,,,,,355412057,FacebookAI/roberta-large,256,12,-1,8
783.45738,2.485,,2255.3493,7.946,,,,,201326592,FacebookAI/roberta-large,256,12,1024,8
714.52756,2.347,,2034.19316,8.448,,,,,100663296,FacebookAI/roberta-large,256,12,512,8
671.47047,2.325,,1702.50526,6.432,,,,,50331648,FacebookAI/roberta-large,256,12,256,8
661.52479,2.359,,1610.03498,6.215,,,,,25165824,FacebookAI/roberta-large,256,12,128,8
641.39322,2.36,,1738.70185,8.452,,,,,12582912,FacebookAI/roberta-large,256,12,64,8
643.85528,2.335,,1682.71309,7.962,,,,,6291456,FacebookAI/roberta-large,256,12,32,8
647.95057,2.343,,1628.8322,7.02,,,,,3145728,FacebookAI/roberta-large,256,12,16,8
649.3593,2.363,,1753.94764,8.474,,,,,1572864,FacebookAI/roberta-large,256,12,8,8
648.11588,2.406,,1588.77297,7.283,,,,,786432,FacebookAI/roberta-large,256,12,4,8
651.35624,2.407,,1625.08444,6.749,,,,,393216,FacebookAI/roberta-large,256,12,2,8
652.35552,2.325,,1701.40124,8.388,,,,,196608,FacebookAI/roberta-large,256,12,1,8
388.9751,1.445,,1550.47496,6.69,,,,,355412057,FacebookAI/roberta-large,256,8,-1,8
539.83029,2.115,,1620.98669,6.535,,,,,201326592,FacebookAI/roberta-large,256,8,1024,8
499.79009,2.108,,1552.076,8.454,,,,,100663296,FacebookAI/roberta-large,256,8,512,8
474.24189,2.135,,1449.74733,8.505,,,,,50331648,FacebookAI/roberta-large,256,8,256,8
470.15962,2.191,,1380.15684,8.344,,,,,25165824,FacebookAI/roberta-large,256,8,128,8
457.40697,2.141,,1354.63019,8.443,,,,,12582912,FacebookAI/roberta-large,256,8,64,8
452.20454,2.143,,1276.80973,7.579,,,,,6291456,FacebookAI/roberta-large,256,8,32,8
449.52977,2.134,,1292.69498,7.604,,,,,3145728,FacebookAI/roberta-large,256,8,16,8
453.64042,2.125,,1328.85013,8.319,,,,,1572864,FacebookAI/roberta-large,256,8,8,8
460.74005,2.212,,1371.58446,8.676,,,,,786432,FacebookAI/roberta-large,256,8,4,8
470.72926,2.218,,1322.31131,8.789,,,,,393216,FacebookAI/roberta-large,256,8,2,8
457.39882,2.132,,1306.24142,7.666,,,,,196608,FacebookAI/roberta-large,256,8,1,8
225.84283,1.199,,1061.00328,6.138,,,,,355412057,FacebookAI/roberta-large,256,4,-1,8
341.37991,1.998,,1255.62707,8.628,,,,,201326592,FacebookAI/roberta-large,256,4,1024,8
320.35023,1.992,,879.3272,8.932,,,,,100663296,FacebookAI/roberta-large,256,4,512,8
303.05462,1.98,,838.53705,8.413,,,,,50331648,FacebookAI/roberta-large,256,4,256,8
306.7571,2.015,,790.42726,8.654,,,,,25165824,FacebookAI/roberta-large,256,4,128,8
294.91995,1.953,,737.6248,8.266,,,,,12582912,FacebookAI/roberta-large,256,4,64,8
302.93561,2.036,,729.85079,8.389,,,,,6291456,FacebookAI/roberta-large,256,4,32,8
302.45828,2.018,,748.10414,7.888,,,,,3145728,FacebookAI/roberta-large,256,4,16,8
294.64282,2.006,,775.48823,7.503,,,,,1572864,FacebookAI/roberta-large,256,4,8,8
303.29186,2.069,,756.75269,8.445,,,,,786432,FacebookAI/roberta-large,256,4,4,8
306.66284,2.069,,773.36438,8.619,,,,,393216,FacebookAI/roberta-large,256,4,2,8
293.83906,1.962,,724.34132,8.225,,,,,196608,FacebookAI/roberta-large,256,4,1,8
2374.37358,6.533,,8016.1827,22.592,,,,,1235814400,meta-llama/Llama-3.2-1B,256,16,-1,9
3556.70833,10.227,,10136.04237,27.746,,,,,721420288,meta-llama/Llama-3.2-1B,256,16,1024,9
3125.82245,8.933,,8246.51615,23.104,,,,,360710144,meta-llama/Llama-3.2-1B,256,16,512,9
2933.68311,8.426,,7315.76913,20.842,,,,,180355072,meta-llama/Llama-3.2-1B,256,16,256,9
2840.0327,8.289,,6852.28246,20.115,,,,,90177536,meta-llama/Llama-3.2-1B,256,16,128,9
2770.83372,8.131,,6670.00472,19.615,,,,,45088768,meta-llama/Llama-3.2-1B,256,16,64,9
2757.45371,8.046,,6532.03234,19.388,,,,,22544384,meta-llama/Llama-3.2-1B,256,16,32,9
2765.95201,8.058,,6550.49081,19.578,,,,,11272192,meta-llama/Llama-3.2-1B,256,16,16,9
2780.94788,8.055,,6535.22604,19.49,,,,,5636096,meta-llama/Llama-3.2-1B,256,16,8,9
2797.82924,8.187,,6589.29571,19.772,,,,,2818048,meta-llama/Llama-3.2-1B,256,16,4,9
2785.47542,8.183,,6641.88957,19.734,,,,,1409024,meta-llama/Llama-3.2-1B,256,16,2,9
2781.48722,8.024,,6498.1255,19.094,,,,,704512,meta-llama/Llama-3.2-1B,256,16,1,9
1796.80138,4.9,,6219.08253,17.928,,,,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,9
2632.32736,7.356,,7473.64891,20.884,,,,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,9
2331.79858,6.634,,6120.53166,17.485,,,,,360710144,meta-llama/Llama-3.2-1B,256,12,512,9
2205.98384,6.35,,5420.06965,15.795,,,,,180355072,meta-llama/Llama-3.2-1B,256,12,256,9
2119.45015,6.231,,5021.91994,15.116,,,,,90177536,meta-llama/Llama-3.2-1B,256,12,128,9
2066.39546,6.122,,4883.74233,14.756,,,,,45088768,meta-llama/Llama-3.2-1B,256,12,64,9
2043.52407,6.083,,4824.25573,14.608,,,,,22544384,meta-llama/Llama-3.2-1B,256,12,32,9
2036.10074,6.084,,4820.10831,14.822,,,,,11272192,meta-llama/Llama-3.2-1B,256,12,16,9
2039.36527,6.074,,4819.16447,14.691,,,,,5636096,meta-llama/Llama-3.2-1B,256,12,8,9
2070.49727,6.136,,4849.67198,14.846,,,,,2818048,meta-llama/Llama-3.2-1B,256,12,4,9
2068.37288,6.156,,4838.58026,14.855,,,,,1409024,meta-llama/Llama-3.2-1B,256,12,2,9
2008.91678,6.045,,4780.79406,14.387,,,,,704512,meta-llama/Llama-3.2-1B,256,12,1,9
1203.7149,3.429,,4498.59518,13.698,,,,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,9
1739.05508,5.357,,5147.46382,15.679,,,,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,9
1538.89119,4.756,,4160.18989,12.895,,,,,360710144,meta-llama/Llama-3.2-1B,256,8,512,9
1466.57017,4.472,,3649.56393,11.349,,,,,180355072,meta-llama/Llama-3.2-1B,256,8,256,9
1404.69605,4.385,,3363.06722,10.792,,,,,90177536,meta-llama/Llama-3.2-1B,256,8,128,9
1379.64828,4.306,,3252.13329,10.457,,,,,45088768,meta-llama/Llama-3.2-1B,256,8,64,9
1368.36718,4.267,,3196.91202,10.305,,,,,22544384,meta-llama/Llama-3.2-1B,256,8,32,9
1363.3348,4.265,,3202.82802,10.448,,,,,11272192,meta-llama/Llama-3.2-1B,256,8,16,9
1350.33708,4.246,,3190.8798,10.323,,,,,5636096,meta-llama/Llama-3.2-1B,256,8,8,9
1372.97453,4.307,,3228.9961,10.476,,,,,2818048,meta-llama/Llama-3.2-1B,256,8,4,9
1357.42504,4.31,,3215.47214,10.491,,,,,1409024,meta-llama/Llama-3.2-1B,256,8,2,9
1361.65162,4.214,,3166.30343,10.102,,,,,704512,meta-llama/Llama-3.2-1B,256,8,1,9
599.07315,1.891,,2681.73922,9.529,,,,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,9
905.52839,2.957,,2888.71694,9.973,,,,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,9
787.91331,2.625,,2261.85865,8.039,,,,,360710144,meta-llama/Llama-3.2-1B,256,4,512,9
736.73561,2.53,,1952.61093,7.755,,,,,180355072,meta-llama/Llama-3.2-1B,256,4,256,9
708.14746,2.468,,1852.55968,7.965,,,,,90177536,meta-llama/Llama-3.2-1B,256,4,128,9
704.22122,2.544,,1826.65224,8.174,,,,,45088768,meta-llama/Llama-3.2-1B,256,4,64,9
701.77223,2.496,,1775.65792,8.237,,,,,22544384,meta-llama/Llama-3.2-1B,256,4,32,9
699.24845,2.511,,1767.12927,8.079,,,,,11272192,meta-llama/Llama-3.2-1B,256,4,16,9
696.79059,2.527,,1778.85483,8.105,,,,,5636096,meta-llama/Llama-3.2-1B,256,4,8,9
703.34755,2.527,,1790.02885,8.25,,,,,2818048,meta-llama/Llama-3.2-1B,256,4,4,9
700.77104,2.541,,1791.98986,8.196,,,,,1409024,meta-llama/Llama-3.2-1B,256,4,2,9
692.05524,2.429,,1760.67301,8.057,,,,,704512,meta-llama/Llama-3.2-1B,256,4,1,9
793.00407,2.649,,2443.68222,9.044,,,,,355412057,FacebookAI/roberta-large,256,16,-1,9
1091.8706,3.862,,3024.34648,9.797,,,,,201326592,FacebookAI/roberta-large,256,16,1024,9
980.7361,3.435,,2503.9336,8.304,,,,,100663296,FacebookAI/roberta-large,256,16,512,9
913.26501,3.237,,2300.06334,8.362,,,,,50331648,FacebookAI/roberta-large,256,16,256,9
886.01327,3.154,,2202.41119,8.472,,,,,25165824,FacebookAI/roberta-large,256,16,128,9
875.89041,3.087,,2131.12514,8.345,,,,,12582912,FacebookAI/roberta-large,256,16,64,9
872.04252,3.058,,2141.42153,8.527,,,,,6291456,FacebookAI/roberta-large,256,16,32,9
874.25128,3.066,,2205.68651,8.551,,,,,3145728,FacebookAI/roberta-large,256,16,16,9
869.51962,3.058,,2205.8635,8.599,,,,,1572864,FacebookAI/roberta-large,256,16,8,9
868.66062,3.084,,2170.51347,8.537,,,,,786432,FacebookAI/roberta-large,256,16,4,9
861.21026,3.064,,2155.42084,8.633,,,,,393216,FacebookAI/roberta-large,256,16,2,9
861.35094,2.985,,2092.47967,8.404,,,,,196608,FacebookAI/roberta-large,256,16,1,9
558.88394,1.785,,2053.93835,7.593,,,,,355412057,FacebookAI/roberta-large,256,12,-1,9
790.74191,2.473,,2290.52301,8.54,,,,,201326592,FacebookAI/roberta-large,256,12,1024,9
711.77127,2.364,,1980.15472,8.389,,,,,100663296,FacebookAI/roberta-large,256,12,512,9
673.80926,2.349,,1848.96652,7.833,,,,,50331648,FacebookAI/roberta-large,256,12,256,9
659.0705,2.339,,1766.37271,8.483,,,,,25165824,FacebookAI/roberta-large,256,12,128,9
651.03559,2.36,,1686.06754,7.846,,,,,12582912,FacebookAI/roberta-large,256,12,64,9
647.65939,2.368,,1713.57463,8.495,,,,,6291456,FacebookAI/roberta-large,256,12,32,9
648.51224,2.375,,1710.19936,8.127,,,,,3145728,FacebookAI/roberta-large,256,12,16,9
644.81189,2.358,,1644.44795,7.436,,,,,1572864,FacebookAI/roberta-large,256,12,8,9
652.94255,2.449,,1816.20877,8.574,,,,,786432,FacebookAI/roberta-large,256,12,4,9
649.55454,2.474,,1680.76708,8.396,,,,,393216,FacebookAI/roberta-large,256,12,2,9
653.23352,2.352,,1702.11663,8.116,,,,,196608,FacebookAI/roberta-large,256,12,1,9
388.60252,1.44,,1572.4385,7.161,,,,,355412057,FacebookAI/roberta-large,256,8,-1,9
543.11822,2.114,,1760.93976,8.031,,,,,201326592,FacebookAI/roberta-large,256,8,1024,9
502.27705,2.154,,1584.32609,8.407,,,,,100663296,FacebookAI/roberta-large,256,8,512,9
474.98766,2.166,,1346.42512,7.078,,,,,50331648,FacebookAI/roberta-large,256,8,256,9
471.88442,2.143,,1223.50985,6.285,,,,,25165824,FacebookAI/roberta-large,256,8,128,9
454.5038,2.159,,1342.02004,7.974,,,,,12582912,FacebookAI/roberta-large,256,8,64,9
459.55379,2.136,,1334.86693,8.46,,,,,6291456,FacebookAI/roberta-large,256,8,32,9
454.40177,2.125,,1361.10944,8.627,,,,,3145728,FacebookAI/roberta-large,256,8,16,9
448.11269,2.162,,1329.21032,8.213,,,,,1572864,FacebookAI/roberta-large,256,8,8,9
465.2417,2.231,,1430.95672,8.917,,,,,786432,FacebookAI/roberta-large,256,8,4,9
460.35019,2.257,,1287.59291,8.792,,,,,393216,FacebookAI/roberta-large,256,8,2,9
464.23217,2.155,,1338.69394,8.457,,,,,196608,FacebookAI/roberta-large,256,8,1,9
223.33245,1.209,,989.34962,5.147,,,,,355412057,FacebookAI/roberta-large,256,4,-1,9
338.64028,1.956,,1223.588,8.211,,,,,201326592,FacebookAI/roberta-large,256,4,1024,9
318.45209,1.992,,991.4418,8.278,,,,,100663296,FacebookAI/roberta-large,256,4,512,9
302.23961,1.969,,913.8666,7.95,,,,,50331648,FacebookAI/roberta-large,256,4,256,9
295.68771,1.967,,832.38223,7.82,,,,,25165824,FacebookAI/roberta-large,256,4,128,9
291.25929,1.97,,845.04407,6.611,,,,,12582912,FacebookAI/roberta-large,256,4,64,9
297.51543,2.003,,809.18163,8.07,,,,,6291456,FacebookAI/roberta-large,256,4,32,9
299.94553,2.02,,728.24758,8.474,,,,,3145728,FacebookAI/roberta-large,256,4,16,9
292.83107,1.976,,721.43156,8.395,,,,,1572864,FacebookAI/roberta-large,256,4,8,9
303.46415,2.054,,752.04121,8.622,,,,,786432,FacebookAI/roberta-large,256,4,4,9
308.27227,2.112,,803.23656,7.612,,,,,393216,FacebookAI/roberta-large,256,4,2,9
290.90302,1.983,,722.67851,8.236,,,,,196608,FacebookAI/roberta-large,256,4,1,9
